date,campaign,channel,region,impressions,clicks,spend,leads,mqls,sqls,opportunities,deals,revenue
2023-07-01,Retention Push Q1,Paid Search,LATAM,21058,1382,2014.31,138,97,69,31,6,4863.47
2023-07-01,Retention Push Q1,Paid Social,North America,46601,1684,1545.94,96,67,38,26,8,12627.6
2023-07-01,Retention Push Q1,Paid Social,EMEA,41285,1267,1460.63,60,45,27,10,3,3115.27
2023-07-01,Retention Push Q1,Paid Social,APAC,36960,966,1064.05,45,26,16,11,2,1803.91
2023-07-01,Retention Push Q1,Paid Social,LATAM,27624,689,427.85,35,24,12,6,2,2185.55
2023-07-01,Retention Push Q1,Organic Search,North America,31586,752,70.22,88,52,31,14,6,8652.94
2023-07-01,Retention Push Q1,Organic Search,EMEA,35661,1853,232.45,157,123,91,51,23,23925.06
2023-07-01,Retention Push Q1,Organic Search,APAC,31205,1071,78.47,115,75,59,39,13,14046.01
2023-07-01,Retention Push Q1,Organic Search,LATAM,23002,950,100.46,100,66,44,21,8,8237.4
2023-07-01,Retention Push Q1,Referral,North America,15151,975,323.75,160,121,80,39,11,16945.39
2023-07-01,Retention Push Q1,Referral,EMEA,8766,643,170.76,135,76,54,32,15,17196.37
2023-07-01,Retention Push Q1,Referral,APAC,10860,462,147.46,104,78,58,25,9,8142.73
2023-07-01,Retention Push Q1,Referral,LATAM,7120,683,93.34,128,98,58,35,14,13670.15
2023-07-01,Retention Push Q3,Email,North America,28184,2708,1494.88,448,252,168,87,41,60092.04
2023-07-01,Retention Push Q3,Email,EMEA,23659,2480,1358.87,449,291,171,114,25,33978.44
2023-07-01,Retention Push Q3,Email,APAC,19967,1648,931.04,322,224,163,93,25,21868.21
2023-07-01,Retention Push Q3,Email,LATAM,10354,1365,320.69,221,111,64,34,8,6306.12
2023-07-01,Retention Push Q3,Paid Search,North America,54936,3855,4265.41,506,358,207,140,35,57094.9
2023-07-01,Retention Push Q3,Paid Search,EMEA,34295,2451,2163.75,332,183,111,64,22,31437.27
2023-07-01,Retention Push Q3,Paid Search,APAC,29488,1905,1607.42,187,138,85,38,9,9581.88
2023-07-01,Retention Push Q3,Paid Search,LATAM,33333,1977,2297.39,270,192,143,80,32,28026.17
2023-07-01,Retention Push Q3,Paid Social,North America,32496,696,759.09,33,17,9,5,1,1527.55
2023-07-01,Retention Push Q3,Paid Social,EMEA,25623,617,558.02,25,19,13,5,1,1048.07
2023-07-01,Retention Push Q3,Paid Social,APAC,33454,890,409.67,50,39,30,18,8,8604.25
2023-07-01,Retention Push Q3,Paid Social,LATAM,29124,903,430.22,51,37,22,11,2,1974.55
2023-07-01,Retention Push Q3,Organic Search,North America,38886,1591,219.64,181,130,93,40,11,18818.9
2023-07-01,Retention Push Q3,Organic Search,EMEA,31751,1884,110.6,152,119,85,36,14,13506.68
2023-07-01,Retention Push Q3,Organic Search,APAC,34593,914,106.82,75,56,43,25,6,6094.61
2023-07-01,Retention Push Q3,Organic Search,LATAM,25925,581,46.3,65,45,22,9,2,2104.78
2023-07-01,Retention Push Q3,Referral,North America,10449,979,188.14,183,138,71,49,23,32663.21
2023-07-01,Retention Push Q3,Referral,EMEA,12189,1059,232.97,186,108,69,36,12,14433.64
2023-07-01,Retention Push Q3,Referral,APAC,9781,971,182.27,192,151,100,53,15,15524.59
2023-07-01,Retention Push Q3,Referral,LATAM,7218,333,39.62,60,30,20,12,3,2724.33
2023-07-01,Holiday Promo 2023,Email,North America,30556,3402,2021.57,734,537,333,182,55,113437.01
2023-07-01,Holiday Promo 2023,Email,EMEA,20276,1917,925.57,406,291,194,111,40,65341.51
2023-07-01,Holiday Promo 2023,Email,APAC,22360,2752,664.52,514,323,206,137,34,35449.29
2023-07-01,Holiday Promo 2023,Email,LATAM,11708,1248,426.12,233,186,145,58,25,30655.68
2023-07-01,Holiday Promo 2023,Paid Search,North America,55172,2720,3378.05,362,286,202,105,33,63293.45
2023-07-01,Holiday Promo 2023,Paid Search,EMEA,48506,3398,5579.11,330,225,132,82,38,57116.01
2023-07-01,Holiday Promo 2023,Paid Search,APAC,36337,2226,2914.35,263,145,98,59,20,30713.96
2023-07-01,Holiday Promo 2023,Paid Search,LATAM,22099,1415,1099.29,165,114,80,52,13,16383.72
2023-07-01,Holiday Promo 2023,Paid Social,North America,31231,394,408.71,22,13,9,5,1,1947.7
2023-07-01,Holiday Promo 2023,Paid Social,EMEA,25649,819,359.63,39,21,15,8,1,1313.83
2023-07-01,Holiday Promo 2023,Paid Social,APAC,35589,1090,738.51,54,28,20,13,3,4559.53
2023-07-01,Holiday Promo 2023,Paid Social,LATAM,25240,677,311.53,39,26,14,9,3,3636.3
2023-07-01,Holiday Promo 2023,Organic Search,North America,42627,2416,351.02,216,147,116,80,31,46949.28
2023-07-01,Holiday Promo 2023,Organic Search,EMEA,28569,1623,155.51,155,97,68,40,12,18952.47
2023-07-01,Holiday Promo 2023,Organic Search,APAC,31517,1231,132.13,129,82,56,37,13,16002.08
2023-07-01,Holiday Promo 2023,Organic Search,LATAM,21824,673,98.82,65,41,30,14,3,3582.75
2023-07-01,Holiday Promo 2023,Referral,North America,13305,661,98.39,126,85,60,35,14,27974.32
2023-07-01,Holiday Promo 2023,Referral,EMEA,7456,560,176.66,99,57,44,23,8,10482.67
2023-07-01,Holiday Promo 2023,Referral,APAC,10560,967,275.67,170,85,64,31,10,13101.45
2023-07-01,Holiday Promo 2023,Referral,LATAM,6267,435,137.31,87,54,39,20,5,5329.31
2023-07-01,Evergreen Nurture,Email,North America,17287,2503,1431.96,371,243,169,76,23,38396.97
2023-07-01,Evergreen Nurture,Email,EMEA,17808,2795,1118.76,559,408,213,100,48,54736.15
2023-07-01,Evergreen Nurture,Email,APAC,16378,1713,581.84,309,182,99,64,31,35221.94
2023-07-01,Evergreen Nurture,Email,LATAM,15819,2481,981.38,459,296,209,108,25,23128.58
2023-07-01,Evergreen Nurture,Paid Search,North America,38061,1844,3521.98,245,169,101,41,18,29827.07
2023-07-01,Evergreen Nurture,Paid Search,EMEA,36897,2065,2485.36,216,122,70,32,12,11991.31
2023-07-01,Evergreen Nurture,Paid Search,APAC,27920,1939,3575.15,239,156,100,49,11,12956.34
2023-07-01,Evergreen Nurture,Paid Search,LATAM,35511,2646,3093.28,351,266,162,90,21,21254.6
2023-07-01,Evergreen Nurture,Paid Social,North America,51831,792,334.94,46,32,23,9,3,4517.89
2023-07-01,Evergreen Nurture,Paid Social,EMEA,39061,1310,1206.04,72,54,36,16,3,3059.3
2023-07-01,Evergreen Nurture,Paid Social,APAC,39815,1513,1189.22,69,55,38,19,6,7320.67
2023-07-01,Evergreen Nurture,Paid Social,LATAM,27766,373,233.14,15,8,4,2,1,1048.91
2023-07-01,Evergreen Nurture,Organic Search,North America,33437,1972,227.26,191,131,70,38,18,25613.78
2023-07-01,Evergreen Nurture,Organic Search,EMEA,38641,1646,238.86,164,82,63,40,10,10360.19
2023-07-01,Evergreen Nurture,Organic Search,APAC,33714,1294,180.56,117,59,31,16,4,4734.05
2023-07-01,Evergreen Nurture,Organic Search,LATAM,16048,534,55.74,59,45,32,19,6,6727.45
2023-07-01,Evergreen Nurture,Referral,North America,11922,653,112.87,150,115,73,38,9,15234.59
2023-07-01,Evergreen Nurture,Referral,EMEA,7065,492,93.65,94,72,36,24,9,9698.97
2023-07-01,Evergreen Nurture,Referral,APAC,9810,440,168.03,101,68,53,23,11,12564.26
2023-07-01,Evergreen Nurture,Referral,LATAM,5284,369,70.35,68,44,28,11,3,3316.02
2023-07-01,Product Upgrade Launch,Email,North America,25483,2962,1089.96,463,328,260,162,46,60277.32
2023-07-01,Product Upgrade Launch,Email,EMEA,25255,3340,1120.78,562,443,224,141,69,86212.84
2023-07-01,Product Upgrade Launch,Email,APAC,21411,2247,1033.46,433,267,197,80,32,36979.92
2023-07-01,Product Upgrade Launch,Email,LATAM,12237,1830,547.2,392,307,183,96,22,23500.89
2023-07-01,Product Upgrade Launch,Paid Search,North America,38864,2211,2859.68,263,200,120,76,20,31671.85
2023-07-01,Product Upgrade Launch,Paid Search,EMEA,29751,2170,3495.04,269,210,143,83,34,36207.85
2023-07-01,Product Upgrade Launch,Paid Search,APAC,35047,2783,4893.29,354,218,131,69,29,30525.36
2023-07-01,Product Upgrade Launch,Paid Search,LATAM,27271,1714,3392.93,226,115,58,24,7,6240.99
2023-07-01,Product Upgrade Launch,Paid Social,North America,37853,966,1143.2,40,29,19,11,3,4302.35
2023-07-01,Product Upgrade Launch,Paid Social,EMEA,29114,1081,1148.28,56,37,29,14,6,6349.09
2023-07-01,Product Upgrade Launch,Paid Social,APAC,31569,316,150.42,18,9,6,2,1,1141.22
2023-07-01,Product Upgrade Launch,Paid Social,LATAM,21961,784,598.9,46,27,16,9,2,1556.45
2023-07-01,Product Upgrade Launch,Organic Search,North America,40738,1896,116.87,156,100,65,42,17,29222.36
2023-07-01,Product Upgrade Launch,Organic Search,EMEA,30263,866,85.73,99,54,32,22,9,9846.71
2023-07-01,Product Upgrade Launch,Organic Search,APAC,29831,1578,203.15,153,117,74,33,8,9496.51
2023-07-01,Product Upgrade Launch,Organic Search,LATAM,25982,1477,110.55,160,115,91,57,17,16638.67
2023-07-01,Product Upgrade Launch,Referral,North America,14924,825,103.67,138,85,57,32,11,14549.55
2023-07-01,Product Upgrade Launch,Referral,EMEA,7824,659,159.48,106,70,38,15,6,6967.46
2023-07-01,Product Upgrade Launch,Referral,APAC,11090,1053,395.24,240,177,140,85,36,44849.55
2023-07-01,Product Upgrade Launch,Referral,LATAM,8436,613,201.25,119,75,46,31,9,9358.75
2023-07-01,Webinar Series 2023,Email,North America,21530,1899,932.7,360,283,199,134,58,81912.49
2023-07-01,Webinar Series 2023,Email,EMEA,14108,2023,651.56,391,302,200,110,31,36797.05
2023-07-01,Webinar Series 2023,Email,APAC,17621,2330,1343.58,362,255,172,107,26,31236.54
2023-07-01,Webinar Series 2023,Email,LATAM,13138,1454,655.06,229,160,84,58,26,21912.82
2023-07-01,Webinar Series 2023,Paid Search,North America,45504,3314,4260.5,374,273,189,88,21,25499.96
2023-07-01,Webinar Series 2023,Paid Search,EMEA,41125,2653,4255.14,332,233,165,102,40,51587.14
2023-07-01,Webinar Series 2023,Paid Search,APAC,36319,3261,5505.72,426,303,221,96,38,32979.65
2023-07-01,Webinar Series 2023,Paid Search,LATAM,30240,2103,2394.29,283,171,131,83,18,17988.03
2023-07-01,Webinar Series 2023,Paid Social,North America,53986,1711,1365.19,70,41,24,12,3,4969.71
2023-07-01,Webinar Series 2023,Paid Social,EMEA,44220,616,558.78,29,17,11,5,1,1366.76
2023-07-01,Webinar Series 2023,Paid Social,APAC,29354,599,616.91,26,15,7,3,1,1215.88
2023-07-01,Webinar Series 2023,Paid Social,LATAM,26316,688,676.85,35,25,19,12,3,2417.39
2023-07-01,Webinar Series 2023,Organic Search,North America,27462,989,124.18,84,58,29,12,3,4360.17
2023-07-01,Webinar Series 2023,Organic Search,EMEA,24315,578,43.47,67,42,32,22,7,8177.05
2023-07-01,Webinar Series 2023,Organic Search,APAC,22164,688,44.47,65,47,33,19,3,2689.43
2023-07-01,Webinar Series 2023,Organic Search,LATAM,24150,1342,191.88,118,83,62,34,10,8606.6
2023-07-01,Webinar Series 2023,Referral,North America,12616,933,110.6,165,88,57,32,9,14934.63
2023-07-01,Webinar Series 2023,Referral,EMEA,7852,549,149.95,119,77,52,32,12,12016.93
2023-07-01,Webinar Series 2023,Referral,APAC,8237,338,59.6,66,50,28,11,3,3566.45
2023-07-01,Webinar Series 2023,Referral,LATAM,5543,461,144.38,87,46,25,16,7,7106.7
2023-07-01,Referral Program Pilot,Email,North America,27888,3033,913.14,456,271,186,124,56,70398.79
2023-07-01,Referral Program Pilot,Email,EMEA,24088,2688,1586.6,559,425,285,132,42,48967.71
2023-07-01,Referral Program Pilot,Email,APAC,20191,2990,1718.37,632,375,277,170,74,88624.11
2023-07-01,Referral Program Pilot,Email,LATAM,12081,1682,445.38,279,201,128,74,24,18624.03
2023-07-01,Referral Program Pilot,Paid Search,North America,35507,2636,4030.63,303,171,103,63,24,37686.52
2023-07-01,Referral Program Pilot,Paid Search,EMEA,45540,3834,5111.83,415,280,166,91,28,31472.43
2023-07-01,Referral Program Pilot,Paid Search,APAC,27233,1182,2062.64,121,63,42,19,6,6307.25
2023-07-01,Referral Program Pilot,Paid Search,LATAM,32926,1798,1485.51,250,138,89,59,17,18797.52
2023-07-01,Referral Program Pilot,Paid Social,North America,35748,1064,1168.85,52,28,20,8,2,2953.02
2023-07-01,Referral Program Pilot,Paid Social,EMEA,41247,644,321.12,32,18,10,6,1,1160.91
2023-07-01,Referral Program Pilot,Paid Social,APAC,38368,1354,1590.97,71,35,20,9,2,2581.68
2023-07-01,Referral Program Pilot,Paid Social,LATAM,19402,226,202.66,9,4,3,1,1,1032.81
2023-07-01,Referral Program Pilot,Organic Search,North America,27998,1266,132.08,121,85,61,33,16,18938.55
2023-07-01,Referral Program Pilot,Organic Search,EMEA,31331,827,115.11,73,43,28,14,5,4803.97
2023-07-01,Referral Program Pilot,Organic Search,APAC,32294,938,64.1,105,70,39,15,3,2792.96
2023-07-01,Referral Program Pilot,Organic Search,LATAM,21505,504,37.21,51,39,30,20,4,3477.94
2023-07-01,Referral Program Pilot,Referral,North America,13635,883,299.51,175,96,61,33,11,14695.54
2023-07-01,Referral Program Pilot,Referral,EMEA,10871,810,276.59,175,132,103,56,20,27766.82
2023-07-01,Referral Program Pilot,Referral,APAC,6577,459,159.78,101,52,32,19,4,5140.15
2023-07-01,Referral Program Pilot,Referral,LATAM,8451,752,130.55,131,67,52,20,9,9576.22
2023-07-01,Reactivation Campaign,Email,North America,28382,2836,1292.1,556,341,260,123,41,54558.78
2023-07-01,Reactivation Campaign,Email,EMEA,14953,1728,854.56,364,213,124,65,19,22170.14
2023-07-01,Reactivation Campaign,Email,APAC,23234,2259,637.0,452,352,253,160,35,30911.16
2023-07-01,Reactivation Campaign,Email,LATAM,12900,1546,882.62,249,168,129,69,31,28877.72
2023-07-01,Reactivation Campaign,Paid Search,North America,43001,1295,2370.62,131,74,42,29,5,8333.34
2023-07-01,Reactivation Campaign,Paid Search,EMEA,38414,3382,3383.59,373,228,125,57,22,30133.66
2023-07-01,Reactivation Campaign,Paid Search,APAC,33580,1697,3256.42,218,128,74,42,20,22838.13
2023-07-01,Reactivation Campaign,Paid Search,LATAM,28303,2536,4074.33,254,164,127,84,25,24975.7
2023-07-01,Reactivation Campaign,Paid Social,North America,29547,603,449.23,27,20,10,5,2,3031.98
2023-07-01,Reactivation Campaign,Paid Social,EMEA,26818,433,416.63,24,17,12,6,1,1263.57
2023-07-01,Reactivation Campaign,Paid Social,APAC,32240,849,641.87,50,33,18,8,1,1192.23
2023-07-01,Reactivation Campaign,Paid Social,LATAM,18899,695,501.58,35,22,16,7,2,2282.64
2023-07-01,Reactivation Campaign,Organic Search,North America,38598,794,109.01,79,58,41,28,9,15437.43
2023-07-01,Reactivation Campaign,Organic Search,EMEA,38879,1207,119.7,119,61,43,21,5,6569.94
2023-07-01,Reactivation Campaign,Organic Search,APAC,33346,1922,190.0,225,177,96,66,14,16295.88
2023-07-01,Reactivation Campaign,Organic Search,LATAM,26900,643,58.39,56,32,24,11,4,3570.36
2023-07-01,Reactivation Campaign,Referral,North America,11130,976,357.74,187,139,90,43,12,20259.13
2023-07-01,Reactivation Campaign,Referral,EMEA,10520,463,79.52,79,46,23,11,2,2579.32
2023-07-01,Reactivation Campaign,Referral,APAC,10940,653,112.06,136,82,57,26,10,12251.28
2023-07-01,Reactivation Campaign,Referral,LATAM,7931,392,130.03,79,43,27,14,5,5040.75
2023-08-01,Spring Launch 2023,Email,North America,21235,2354,956.65,437,237,140,65,20,26989.58
2023-08-01,Spring Launch 2023,Email,EMEA,17602,2373,1196.01,472,240,179,113,45,44202.97
2023-08-01,Spring Launch 2023,Email,APAC,15777,2002,639.61,418,219,164,106,31,34719.97
2023-08-01,Spring Launch 2023,Email,LATAM,10967,1288,589.44,275,152,85,34,14,13023.7
2023-08-01,Spring Launch 2023,Paid Search,North America,36219,1893,2845.83,247,165,99,61,24,29891.74
2023-08-01,Spring Launch 2023,Paid Search,EMEA,49213,1845,2867.19,215,150,88,40,12,16885.55
2023-08-01,Spring Launch 2023,Paid Search,APAC,27747,1350,1393.97,166,120,94,62,14,13470.38
2023-08-01,Spring Launch 2023,Paid Search,LATAM,31559,986,1064.86,111,63,36,15,6,5318.33
2023-08-01,Spring Launch 2023,Paid Social,North America,43847,800,900.8,37,18,9,5,1,1425.71
2023-08-01,Spring Launch 2023,Paid Social,EMEA,30970,876,508.07,43,29,16,8,2,2126.06
2023-08-01,Spring Launch 2023,Paid Social,APAC,40753,1211,1119.02,55,43,29,18,3,2933.42
2023-08-01,Spring Launch 2023,Paid Social,LATAM,26166,424,402.13,25,13,10,5,1,1120.71
2023-08-01,Spring Launch 2023,Organic Search,North America,46375,1524,115.08,149,111,56,32,14,19176.11
2023-08-01,Spring Launch 2023,Organic Search,EMEA,28065,1161,134.08,98,55,43,29,7,6914.98
2023-08-01,Spring Launch 2023,Organic Search,APAC,26760,1603,161.69,152,93,51,28,9,8373.76
2023-08-01,Spring Launch 2023,Organic Search,LATAM,26640,598,59.97,65,45,32,13,5,4010.73
2023-08-01,Spring Launch 2023,Referral,North America,11838,657,213.75,144,79,59,25,5,6659.03
2023-08-01,Spring Launch 2023,Referral,EMEA,11303,973,206.6,214,140,108,51,13,17144.04
2023-08-01,Spring Launch 2023,Referral,APAC,10663,585,170.57,115,90,53,24,6,6803.59
2023-08-01,Spring Launch 2023,Referral,LATAM,7407,536,178.25,128,77,60,25,10,10042.8
2023-08-01,Brand Awareness 2023,Email,North America,25348,3877,1152.03,757,388,209,90,33,49006.51
2023-08-01,Brand Awareness 2023,Email,EMEA,15177,2349,1383.41,341,226,118,78,34,40289.02
2023-08-01,Brand Awareness 2023,Email,APAC,19462,3009,1798.27,508,351,222,94,29,32193.81
2023-08-01,Brand Awareness 2023,Email,LATAM,15743,1800,1066.79,328,169,132,84,20,19663.96
2023-08-01,Brand Awareness 2023,Paid Search,North America,35721,2256,3852.09,312,209,142,63,28,40140.87
2023-08-01,Brand Awareness 2023,Paid Search,EMEA,31934,2268,2530.35,261,143,79,40,19,22510.9
2023-08-01,Brand Awareness 2023,Paid Search,APAC,34072,1812,3201.51,205,146,98,67,21,26764.44
2023-08-01,Brand Awareness 2023,Paid Search,LATAM,21396,1065,815.28,125,99,67,30,7,7391.78
2023-08-01,Brand Awareness 2023,Paid Social,North America,40962,861,631.22,44,22,13,6,1,1508.61
2023-08-01,Brand Awareness 2023,Paid Social,EMEA,35117,931,442.55,52,41,28,18,3,3473.67
2023-08-01,Brand Awareness 2023,Paid Social,APAC,34715,649,473.01,34,18,9,5,1,1167.51
2023-08-01,Brand Awareness 2023,Paid Social,LATAM,18030,350,361.72,18,12,8,3,1,937.03
2023-08-01,Brand Awareness 2023,Organic Search,North America,39675,1864,203.35,161,83,61,27,6,9830.5
2023-08-01,Brand Awareness 2023,Organic Search,EMEA,34127,737,89.71,79,40,26,16,5,5352.07
2023-08-01,Brand Awareness 2023,Organic Search,APAC,19149,740,86.09,81,59,40,27,13,12756.66
2023-08-01,Brand Awareness 2023,Organic Search,LATAM,14771,828,62.13,68,39,29,18,8,7063.37
2023-08-01,Brand Awareness 2023,Referral,North America,14206,1048,377.18,246,142,110,70,29,45520.73
2023-08-01,Brand Awareness 2023,Referral,EMEA,8279,471,72.94,78,49,33,13,4,5382.48
2023-08-01,Brand Awareness 2023,Referral,APAC,8673,536,154.72,92,57,37,15,5,5058.57
2023-08-01,Brand Awareness 2023,Referral,LATAM,7124,559,140.61,120,73,55,35,8,7370.04
2023-08-01,Retention Push Q1,Email,North America,29982,2952,598.77,471,357,206,142,53,67856.6
2023-08-01,Retention Push Q1,Email,EMEA,25629,3354,1832.79,691,543,291,124,54,58018.96
2023-08-01,Retention Push Q1,Email,APAC,17871,1738,822.56,351,212,157,106,51,54244.92
2023-08-01,Retention Push Q1,Email,LATAM,16981,1990,475.98,376,207,150,76,33,33775.31
2023-08-01,Retention Push Q1,Paid Search,North America,60507,1855,2712.51,222,113,63,33,14,23076.48
2023-08-01,Retention Push Q1,Paid Search,EMEA,32862,2917,5265.13,317,196,123,72,33,32625.05
2023-08-01,Retention Push Q1,Paid Search,APAC,33677,1498,1426.15,183,137,85,49,23,24785.51
2023-08-01,Retention Push Q1,Paid Search,LATAM,21749,1294,1372.54,152,96,62,34,16,15883.8
2023-08-01,Retention Push Q1,Paid Social,North America,33878,773,315.57,36,27,14,5,1,1373.42
2023-08-01,Retention Push Q1,Paid Social,EMEA,26455,411,400.04,23,11,6,2,1,1014.25
2023-08-01,Retention Push Q1,Paid Social,APAC,26870,765,886.81,45,28,14,6,2,2160.01
2023-08-01,Retention Push Q1,Paid Social,LATAM,27402,298,200.63,15,8,5,2,1,867.85
2023-08-01,Retention Push Q1,Organic Search,North America,29414,1504,197.06,136,92,53,22,8,12826.28
2023-08-01,Retention Push Q1,Organic Search,EMEA,38986,1437,74.35,156,107,79,42,9,12134.02
2023-08-01,Retention Push Q1,Organic Search,APAC,27692,1082,108.11,126,64,45,29,14,17163.6
2023-08-01,Retention Push Q1,Organic Search,LATAM,16134,745,109.06,66,35,25,15,5,4423.59
2023-08-01,Retention Push Q1,Referral,North America,11146,551,168.56,91,70,39,19,5,6775.38
2023-08-01,Retention Push Q1,Referral,EMEA,12883,549,99.16,118,84,53,31,11,12883.01
2023-08-01,Retention Push Q1,Referral,APAC,8709,460,174.98,100,64,45,23,10,12232.45
2023-08-01,Retention Push Q1,Referral,LATAM,9065,555,134.66,128,66,44,22,6,5548.71
2023-08-01,Retention Push Q3,Email,North America,21892,1931,804.25,338,174,138,76,15,22962.85
2023-08-01,Retention Push Q3,Email,EMEA,23195,2917,587.19,551,275,166,109,22,26962.18
2023-08-01,Retention Push Q3,Email,APAC,16185,1610,510.9,243,159,107,66,17,19934.13
2023-08-01,Retention Push Q3,Email,LATAM,16739,1459,367.43,221,147,73,44,11,8483.75
2023-08-01,Retention Push Q3,Paid Search,North America,61490,4500,7819.67,460,285,191,108,25,41653.21
2023-08-01,Retention Push Q3,Paid Search,EMEA,46459,2101,3872.33,213,114,59,35,12,14148.04
2023-08-01,Retention Push Q3,Paid Search,APAC,27628,866,908.19,106,60,40,25,6,5624.77
2023-08-01,Retention Push Q3,Paid Search,LATAM,20836,826,1596.4,117,59,45,20,9,8227.77
2023-08-01,Retention Push Q3,Paid Social,North America,46221,1462,940.43,71,54,33,19,5,8169.83
2023-08-01,Retention Push Q3,Paid Social,EMEA,25850,309,303.49,15,10,5,2,1,1401.72
2023-08-01,Retention Push Q3,Paid Social,APAC,32196,504,591.14,27,20,13,8,1,959.57
2023-08-01,Retention Push Q3,Paid Social,LATAM,20748,770,354.73,31,16,10,6,2,1876.61
2023-08-01,Retention Push Q3,Organic Search,North America,31479,759,90.58,77,54,37,25,10,17048.08
2023-08-01,Retention Push Q3,Organic Search,EMEA,31898,837,49.08,80,48,33,18,6,6656.37
2023-08-01,Retention Push Q3,Organic Search,APAC,27205,1351,196.45,138,80,49,32,14,16983.8
2023-08-01,Retention Push Q3,Organic Search,LATAM,19349,880,91.28,104,74,53,30,12,13317.34
2023-08-01,Retention Push Q3,Referral,North America,10960,1032,283.53,216,163,89,59,22,36944.94
2023-08-01,Retention Push Q3,Referral,EMEA,7058,304,78.05,66,33,19,10,3,4153.2
2023-08-01,Retention Push Q3,Referral,APAC,11272,1090,310.76,223,156,83,36,12,13481.58
2023-08-01,Retention Push Q3,Referral,LATAM,8511,418,158.22,68,44,28,18,8,8194.39
2023-08-01,Holiday Promo 2023,Email,North America,22762,3059,930.05,601,341,268,109,32,66127.15
2023-08-01,Holiday Promo 2023,Email,EMEA,23697,2784,954.06,497,306,201,121,50,63153.54
2023-08-01,Holiday Promo 2023,Email,APAC,19908,2253,460.55,404,259,174,81,28,34558.31
2023-08-01,Holiday Promo 2023,Email,LATAM,9861,987,318.8,195,116,75,51,24,30686.04
2023-08-01,Holiday Promo 2023,Paid Search,North America,55722,4331,7011.98,611,397,274,160,38,55028.9
2023-08-01,Holiday Promo 2023,Paid Search,EMEA,33817,2111,3680.49,300,179,126,60,28,36981.45
2023-08-01,Holiday Promo 2023,Paid Search,APAC,30868,2234,2929.12,229,157,93,49,15,17552.71
2023-08-01,Holiday Promo 2023,Paid Search,LATAM,28147,1400,1411.45,148,105,76,36,11,11442.52
2023-08-01,Holiday Promo 2023,Paid Social,North America,49983,1496,1465.24,86,48,34,15,5,9351.34
2023-08-01,Holiday Promo 2023,Paid Social,EMEA,43816,605,264.86,30,15,8,4,1,1395.73
2023-08-01,Holiday Promo 2023,Paid Social,APAC,22840,871,932.56,48,34,23,15,4,5552.83
2023-08-01,Holiday Promo 2023,Paid Social,LATAM,20276,615,475.4,34,22,11,4,1,1291.41
2023-08-01,Holiday Promo 2023,Organic Search,North America,41152,1884,225.01,194,142,88,50,10,14038.47
2023-08-01,Holiday Promo 2023,Organic Search,EMEA,36563,1346,118.6,133,94,71,32,9,12541.13
2023-08-01,Holiday Promo 2023,Organic Search,APAC,34309,765,100.77,82,49,27,18,5,6747.39
2023-08-01,Holiday Promo 2023,Organic Search,LATAM,17344,972,108.94,114,87,43,29,6,5600.25
2023-08-01,Holiday Promo 2023,Referral,North America,11830,654,204.35,120,81,51,25,7,9703.75
2023-08-01,Holiday Promo 2023,Referral,EMEA,12959,715,234.51,116,87,66,29,12,19613.91
2023-08-01,Holiday Promo 2023,Referral,APAC,6811,487,61.78,111,66,41,26,5,5423.46
2023-08-01,Holiday Promo 2023,Referral,LATAM,7809,515,175.15,110,69,37,24,7,8611.63
2023-08-01,Evergreen Nurture,Email,North America,26164,2973,1000.33,587,301,154,99,32,54524.63
2023-08-01,Evergreen Nurture,Email,EMEA,21075,2343,582.69,404,306,158,73,34,34299.37
2023-08-01,Evergreen Nurture,Email,APAC,18890,2543,722.84,482,340,236,135,33,32105.32
2023-08-01,Evergreen Nurture,Email,LATAM,10731,1630,533.72,272,196,134,84,18,16895.58
2023-08-01,Evergreen Nurture,Paid Search,North America,44191,2925,2430.85,283,150,86,36,13,19791.96
2023-08-01,Evergreen Nurture,Paid Search,EMEA,49665,2429,4345.14,324,232,153,101,33,41327.49
2023-08-01,Evergreen Nurture,Paid Search,APAC,38312,2820,3064.26,376,272,157,77,26,27667.08
2023-08-01,Evergreen Nurture,Paid Search,LATAM,31880,2001,2728.16,206,151,96,61,25,28627.99
2023-08-01,Evergreen Nurture,Paid Social,North America,49885,708,556.05,34,23,14,9,4,4822.6
2023-08-01,Evergreen Nurture,Paid Social,EMEA,43032,1714,923.41,74,44,23,14,4,4785.62
2023-08-01,Evergreen Nurture,Paid Social,APAC,32174,791,498.3,35,18,12,8,2,2294.27
2023-08-01,Evergreen Nurture,Paid Social,LATAM,21165,754,739.46,37,21,11,6,2,1945.12
2023-08-01,Evergreen Nurture,Organic Search,North America,33660,1235,100.23,116,61,33,14,4,4723.49
2023-08-01,Evergreen Nurture,Organic Search,EMEA,24537,627,50.66,54,29,21,11,4,4128.67
2023-08-01,Evergreen Nurture,Organic Search,APAC,28898,669,96.06,69,46,24,15,7,8443.07
2023-08-01,Evergreen Nurture,Organic Search,LATAM,15453,426,36.14,44,26,16,10,3,3337.83
2023-08-01,Evergreen Nurture,Referral,North America,9966,644,140.18,136,83,58,27,5,8128.78
2023-08-01,Evergreen Nurture,Referral,EMEA,8235,498,125.89,93,66,39,17,7,8121.25
2023-08-01,Evergreen Nurture,Referral,APAC,11672,1083,268.96,202,117,88,45,18,20971.43
